Edad,Genero,Nivel_Educativo,Titulo_Del_Trabajo,Años_De_Experiencia,Salario
32,Hombre,Licenciatura,Cientifico de Datos,8,180000.0
29,Mujer,Maestria,Analista de Datos,6,150000.0
30,Otro,Licenciatura,Analista de Datos,0,140000.0
24,Hombre,Licenciatura,Analista de Datos,2,100000.0
33,Mujer,Maestria,Gerente de Producto,0,190000.0
26,Hombre,Licenciatura,Analista de Datos,3,120000.0
30,Mujer,Doctorado,Cientifico de Datos,7,170000.0
28,Mujer,Licenciatura,Ingeniero de Software,5,150000.0
26,Mujer,Otro,Analista de Datos,3,120000.0
30,Hombre,Doctorado,Cientifico de Datos,7,170000.0
24,Hombre,Licenciatura,Analista de Datos,2,95000.0
33,Hombre,Maestria,Gerente de Producto,11,195000.0
25,Hombre,Licenciatura,Analista de Datos,2,100000.0
28,Hombre,Licenciatura,Ingeniero de Software,5,150000.0
29,Mujer,Maestria,Cientifico de Datos,6,150000.0
33,Otro,Maestria,Otro,11,195000.0
31,Mujer,Maestria,Cientifico de Datos,6,170000.0
30,Hombre,Licenciatura,Analista de Datos,5,140000.0
32,Hombre,Licenciatura,Ingeniero de Software,8,180000.0
33,Mujer,Maestria,bbb,11,195000.0
27,Hombre,Licenciatura,Ingeniero de Software,0,160000.0
34,Mujer,Maestria,Gerente de Producto,12,190000.0
31,Hombre,Licenciatura,Analista de Datos,9,190000.0
27,Hombre,Licenciatura,Ingeniero de Software,0,160000.0
25,Mujer,Licenciatura,Analista de Datos,2,100000.0
29,Mujer,Maestria,bbb,6,150000.0
33,Mujer,Maestria,Gerente de Producto,11,195000.0
26,Hombre,Licenciatura,Analista de Datos,0,120000.0
29,Mujer,Otro,Cientifico de Datos,6,150000.0
24,Hombre,Otro,Analista de Datos,2,95000.0
31,Hombre,Licenciatura,Analista de Datos,0,190000.0
25,Mujer,Otro,Analista de Datos,2,100000.0
33,Mujer,Otro,Gerente de Producto,11,195000.0
28,Mujer,Licenciatura,Ingeniero de Software,0,150000.0
32,Hombre,Otro,Ingeniero de Software,8,180000.0
33,Otro,Maestria,Gerente de Producto,11,195000.0
25,Mujer,Licenciatura,Analista de Datos,0,100000.0
29,Hombre,Licenciatura,Ingeniero de Software,7,180000.0
27,Mujer,Licenciatura,Analista de Datos,5,120000.0
28,Hombre,Otro,Ingeniero de Software,4,160000.0
26,Mujer,Licenciatura,Analista de Datos,3,100000.0
31,Hombre,Licenciatura,Gerente de Producto,8,190000.0
30,Hombre,Maestria,Ingeniero de Software,6,170000.0
32,Mujer,Licenciatura,Cientifico de Datos,9,185000.0
29,Hombre,Licenciatura,Analista de Datos,7,130000.0
35,Mujer,Licenciatura,Gerente de Producto,12,190000.0
27,Hombre,Licenciatura,Ingeniero de Software,5,150000.0
28,Mujer,Maestria,Cientifico de Datos,6,150000.0
37,Hombre,Doctorado,Gerente de Producto,14,195000.0
26,Hombre,Licenciatura,Analista de Datos,3,110000.0
30,Mujer,Licenciatura,Ingeniero de Software,8,180000.0
31,Hombre,Maestria,Cientifico de Datos,0,185000.0
29,Mujer,Licenciatura,Analista de Datos,7,130000.0
32,Hombre,Licenciatura,Ingeniero de Software,10,190000.0
28,Mujer,Maestria,Cientifico de Datos,6,155000.0
34,Hombre,Licenciatura,Ingeniero de Software,12,195000.0
25,Mujer,Otro,Analista de Datos,0,90000.0
30,Hombre,Licenciatura,Otro,8,185000.0
29,Mujer,Licenciatura,Analista de Datos,6,120000.0
31,Hombre,Licenciatura,Ingeniero de Software,9,180000.0
33,Hombre,Maestria,Cientifico de Datos,10,195000.0
28,Otro,Licenciatura,Ingeniero de Software,4,160000.0
27,Mujer,Licenciatura,Analista de Datos,0,125000.0
29,Hombre,Licenciatura,Otro,0,130000.0
27,Hombre,Otro,Ingeniero de Software,5,150000.0
28,Mujer,Maestria,Otro,6,150000.0
31,Hombre,Maestria,Cientifico de Datos,9,185000.0
25,Mujer,Licenciatura,Analista de Datos,2,90000.0
30,Hombre,Licenciatura,Gerente de Producto,8,185000.0
28,Hombre,Licenciatura,Ingeniero de Software,0,160000.0
27,Mujer,Licenciatura,Analista de Datos,5,125000.0
28,Mujer,Otro,Cientifico de Datos,0,150000.0
37,Hombre,Doctorado,bbb,14,195000.0
29,Mujer,Otro,Analista de Datos,7,130000.0
31,Otro,Licenciatura,Ingeniero de Software,9,180000.0
30,Hombre,Maestria,Ingeniero de Software,0,170000.0
35,Mujer,Otro,Gerente de Producto,12,190000.0
25,Mujer,Otro,Analista de Datos,2,90000.0
29,Hombre,Licenciatura,Analista de Datos,0,130000.0
35,Mujer,Licenciatura,bbb,12,190000.0
30,Mujer,Otro,Ingeniero de Software,8,180000.0
34,Otro,Licenciatura,Ingeniero de Software,12,195000.0
28,Hombre,Titulo de Licenciatura,Ingeniero de Software Senior,7,175000.0
44,Otro,Doctorado,Gerente de Ingenieros de Software,18,190000.0
50,Hombre,Doctorado,Ingeniero de Proyectos Senior,16,195000.0
27,Mujer,Titulo de Maestria,Ingeniero Full Stack,3,100000.0
25,Hombre,Titulo de Licenciatura,Desarrollador Front End,1,60000.0
35,Hombre,Titulo de Maestria,Ingeniero de Software Senior,8,155000.0
47,Mujer,Doctorado,Ingeniero Full Stack,12,175000.0
46,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,13,180000.0
32,Hombre,Titulo de Licenciatura,Desarrollador Back End,4,95000.0
61,Hombre,Doctorado,Gerente de Ingenieros de Software,20,200000.0
41,Hombre,Titulo de Maestria,Ingeniero de Software Senior,11,165000.0
37,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,9,145000.0
53,Hombre,Doctorado,Gerente de Ingenieros de Software,19,195000.0
30,Mujer,Titulo de Licenciatura,Desarrollador Front End,2,75000.0
37,Mujer,Titulo de Maestria,Ingeniero de Software Senior,9,155000.0
32,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,5,115000.0
44,Mujer,Titulo de Maestria,Ingeniero de Software Senior,12,170000.0
50,Mujer,Doctorado,bbb,16,190000.0
27,Hombre,Titulo de Licenciatura,bbb,4,115000.0
42,Hombre,Doctorado,Ingeniero Full Stack,14,180000.0
57,Hombre,Doctorado,Gerente de Ingenieros de Software,18,195000.0
35,Hombre,Titulo de Maestria,Ingeniero de Software Senior,7,140000.0
62,Hombre,Doctorado,Gerente de Ingenieros de Software,0,200000.0
26,Mujer,Titulo de Maestria,Desarrollador Back End,2,70000.0
42,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,11,170000.0
41,Mujer,Doctorado,Gerente de Ingenieros de Software,14,185000.0
49,Hombre,Doctorado,Gerente de Ingenieros de Software,15,185000.0
49,Hombre,Doctorado,Ingeniero de Proyectos Senior,15,185000.0
47,Hombre,Doctorado,Ingeniero de Software Senior,14,175000.0
26,Hombre,Titulo de Licenciatura,Desarrollador Front End,2,70000.0
24,Mujer,Otro,Desarrollador Back End,1,60000.0
62,Hombre,Doctorado,Gerente de Ingenieros de Software,20,200000.0
42,Hombre,Doctorado,Ingeniero de Software Senior,14,170000.0
41,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,11,165000.0
23,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,1,55000.0
55,Hombre,Doctorado,Gerente de Ingenieros de Software,17,190000.0
26,Mujer,Titulo de Maestria,Desarrollador Back End,3,90000.0
33,Mujer,Titulo de Licenciatura,Desarrollador Front End,5,105000.0
31,Hombre,Titulo de Maestria,Ingeniero Full Stack,6,130000.0
50,Mujer,Otro,Gerente de Ingenieros de Software,16,185000.0
24,Mujer,Titulo de Maestria,Desarrollador Back End,1,60000.0
56,Hombre,Doctorado,Otro,17,195000.0
24,Hombre,Titulo de Licenciatura,Desarrollador Front End,1,60000.0
37,Hombre,Titulo de Maestria,Ingeniero de Software Senior,8,150000.0
43,Mujer,Doctorado,Ingeniero de Proyectos Senior,13,180000.0
34,Hombre,Titulo de Maestria,Desarrollador Back End,6,125000.0
29,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,3,90000.0
29,Hombre,Titulo de Licenciatura,Desarrollador Front End,3,80000.0
29,Mujer,Titulo de Licenciatura,Desarrollador Back End,3,85000.0
48,Hombre,Doctorado,Ingeniero de Proyectos Senior,16,190000.0
43,Mujer,Titulo de Maestria,Gerente de Ingenieros de Software,11,160000.0
62,Hombre,Doctorado,Gerente de Ingenieros de Software,19,200000.0
54,Hombre,Doctorado,Gerente de Ingenieros de Software,17,195000.0
60,Hombre,Doctorado,Gerente de Ingenieros de Software,18,195000.0
27,Mujer,Titulo de Maestria,Ingeniero Full Stack,3,95000.0
23,Hombre,Titulo de Licenciatura,Desarrollador Back End,0,55000.0
45,Hombre,Doctorado,Ingeniero de Software Senior,13,185000.0
32,Mujer,Titulo de Maestria,Ingeniero Full Stack,5,120000.0
57,Hombre,Doctorado,Gerente de Ingenieros de Software,16,195000.0
47,Hombre,Doctorado,Gerente de Ingenieros de Software,14,175000.0
25,Mujer,Titulo de Maestria,Otro,2,75000.0
58,Hombre,Doctorado,Gerente de Ingenieros de Software,17,200000.0
41,Mujer,Titulo de Maestria,Ingeniero de Software Senior,12,160000.0
41,Hombre,Doctorado,Gerente de Ingenieros de Software,0,175000.0
47,Hombre,Doctorado,Ingeniero de Software Senior,15,180000.0
24,Mujer,Titulo de Licenciatura,Desarrollador Back End,1,60000.0
32,Otro,Titulo de Licenciatura,Ingeniero Full Stack,5,120000.0
45,Hombre,Doctorado,Ingeniero de Proyectos Senior,14,185000.0
50,Mujer,Doctorado,Gerente de Ingenieros de Software,16,190000.0
53,Hombre,Doctorado,Gerente de Ingenieros de Software,18,195000.0
47,Mujer,Doctorado,Ingeniero de Software Senior,14,170000.0
23,Hombre,Titulo de Licenciatura,Desarrollador Front End,1,55000.0
33,Hombre,Titulo de Maestria,Desarrollador Back End,6,130000.0
42,Hombre,Doctorado,Gerente de Ingenieros de Software,14,180000.0
45,Otro,Doctorado,Ingeniero de Proyectos Senior,14,185000.0
37,Hombre,Titulo de Maestria,Ingeniero de Software Senior,9,145000.0
44,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,12,170000.0
38,Mujer,Titulo de Maestria,Desarrollador Back End,10,155000.0
34,Hombre,Titulo de Maestria,Ingeniero Full Stack,6,125000.0
46,Mujer,Otro,Gerente de Ingenieros de Software,14,180000.0
30,Hombre,Titulo de Licenciatura,Desarrollador Back End,4,95000.0
44,Mujer,Titulo de Maestria,Ingeniero de Software Senior,11,170000.0
27,Mujer,Titulo de Maestria,bbb,3,100000.0
42,Hombre,Doctorado,Ingeniero de Proyectos Senior,14,175000.0
54,Hombre,Doctorado,Gerente de Ingenieros de Software,18,195000.0
38,Hombre,Otro,Ingeniero de Software Senior,10,155000.0
31,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,6,125000.0
28,Mujer,Titulo de Maestria,Ingeniero Full Stack,4,110000.0
30,Mujer,Titulo de Maestria,Desarrollador Back End,6,130000.0
54,Hombre,Doctorado,Gerente de Ingenieros de Software,16,190000.0
37,Hombre,Titulo de Maestria,Otro,9,150000.0
31,Hombre,Titulo de Maestria,Ingeniero de Software Senior,7,140000.0
58,Mujer,Doctorado,Gerente de Ingenieros de Software,17,195000.0
56,Hombre,Doctorado,Gerente de Ingenieros de Software,17,195000.0
23,Mujer,Titulo de Licenciatura,Desarrollador Back End,1,55000.0
49,Hombre,Otro,Gerente de Ingenieros de Software,0,185000.0
32,Mujer,Titulo de Maestria,Ingeniero Full Stack,0,120000.0
52,Mujer,Doctorado,Gerente de Ingenieros de Software,16,190000.0
32,Mujer,Titulo de Maestria,Ingeniero Full Stack,6,130000.0
32,Hombre,Titulo de Maestria,Desarrollador Back End,6,130000.0
28,Hombre,Titulo de Licenciatura,Desarrollador Front End,2,70000.0
44,Otro,Titulo de Maestria,Ingeniero de Proyectos Senior,11,170000.0
55,Hombre,Otro,Gerente de Ingenieros de Software,17,190000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Front End,3,80000.0
46,Hombre,Doctorado,Gerente de Ingenieros de Software,14,180000.0
27,Mujer,Titulo de Maestria,Desarrollador Back End,2,70000.0
23,Mujer,Titulo de Licenciatura,Desarrollador Front End,1,55000.0
36,Otro,Titulo de Maestria,Ingeniero Full Stack,8,140000.0
43,Hombre,Doctorado,Gerente de Ingenieros de Software,13,180000.0
28,Mujer,Titulo de Licenciatura,Desarrollador Front End,2,70000.0
43,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,12,165000.0
43,Hombre,Doctorado,Ingeniero de Proyectos Senior,13,185000.0
36,Hombre,Titulo de Maestria,Ingeniero de Software Senior,7,140000.0
28,Mujer,Titulo de Licenciatura,Desarrollador Front End,3,80000.0
37,Hombre,Titulo de Maestria,Ingeniero de Software Senior,9,150000.0
28,Mujer,Titulo de Maestria,Desarrollador Back End,3,90000.0
43,Hombre,Doctorado,Ingeniero de Software Senior,12,170000.0
44,Hombre,Doctorado,Ingeniero de Proyectos Senior,12,170000.0
37,Hombre,Titulo de Maestria,Ingeniero de Software Senior,10,155000.0
56,Hombre,Doctorado,Gerente de Ingenieros de Software,18,195000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Front End,2,70000.0
48,Otro,Doctorado,Ingeniero de Proyectos Senior,0,190000.0
31,Hombre,Titulo de Maestria,Ingeniero Full Stack,7,140000.0
46,Otro,Otro,Gerente de Ingenieros de Software,14,180000.0
33,Hombre,Titulo de Maestria,Ingeniero Full Stack,6,130000.0
41,Hombre,Doctorado,Ingeniero de Proyectos Senior,0,165000.0
28,Otro,Titulo de Maestria,Ingeniero Full Stack,4,110000.0
30,Hombre,Titulo de Licenciatura,Desarrollador Back End,0,95000.0
38,Hombre,Titulo de Maestria,Ingeniero de Software Senior,10,155000.0
31,Otro,Titulo de Maestria,Ingeniero de Proyectos Senior,6,125000.0
24,Mujer,Titulo de Licenciatura,Desarrollador Front End,1,55000.0
28,Mujer,Otro,Desarrollador Front End,3,80000.0
43,Hombre,Doctorado,Otro,0,185000.0
43,Hombre,Doctorado,Ingeniero de Proyectos Senior,12,165000.0
58,Hombre,Doctorado,Gerente de Ingenieros de Software,17,195000.0
29,Mujer,Titulo de Licenciatura,Desarrollador Front End,3,85000.0
52,Otro,Doctorado,Gerente de Ingenieros de Software,18,200000.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,8,140000.0
26,Hombre,Titulo de Licenciatura,Desarrollador Back End,0,65000.0
32,Hombre,Titulo de Maestria,Ingeniero Full Stack,6,120000.0
57,Hombre,Doctorado,Gerente de Ingenieros de Software,18,200000.0
51,Hombre,Doctorado,Gerente de Ingenieros de Software,16,190000.0
46,Hombre,Doctorado,Otro,14,180000.0
27,Mujer,Titulo de Maestria,Desarrollador Back End,0,65000.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,7,130000.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,5,120000.0
38,Mujer,Titulo de Maestria,Desarrollador Back End,0,155000.0
25,Hombre,Titulo de Licenciatura,Desarrollador Front End,0,55000.0
41,Otro,Doctorado,Ingeniero de Proyectos Senior,12,165000.0
28,Mujer,Titulo de Maestria,Ingeniero Full Stack,0,110000.0
28,Hombre,Otro,Desarrollador Front End,2,70000.0
54,Hombre,Doctorado,Otro,16,190000.0
49,Hombre,Otro,Gerente de Ingenieros de Software,15,185000.0
38,Hombre,Titulo de Maestria,Ingeniero de Software Senior,0,155000.0
44,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,11,170000.0
24,Otro,Titulo de Licenciatura,Desarrollador Back End,1,60000.0
27,Hombre,Titulo de Licenciatura,bbb,2,70000.0
40,Hombre,Doctorado,Ingeniero de Software Senior,12,160000.0
36,Hombre,Titulo de Maestria,Ingeniero de Software Senior,8,140000.0
44,Hombre,Titulo de Maestria,Otro,11,170000.0
38,Otro,Titulo de Maestria,Ingeniero de Software Senior,0,155000.0
31,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,0,135000.0
24,Hombre,Titulo de Licenciatura,Desarrollador Back End,1,55000.0
27,Hombre,Titulo de Licenciatura,bbb,3,80000.0
44,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,0,170000.0
37,Hombre,Titulo de Maestria,Otro,0,150000.0
31,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,7,135000.0
54,Hombre,Doctorado,Gerente de Ingenieros de Software,0,195000.0
27,Otro,Titulo de Maestria,Desarrollador Back End,0,70000.0
34,Hombre,Titulo de Licenciatura,Desarrollador Front End,5,95000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Back End,2,75000.0
56,Mujer,Doctorado,Gerente de Ingenieros de Software,18,210000.0
32,Hombre,Titulo de Maestria,Ingeniero Full Stack,7,135000.0
41,Mujer,Doctorado,Ingeniero de Proyectos Senior,11,165000.0
34,Hombre,Titulo de Licenciatura,Desarrollador Back End,6,120000.0
31,Hombre,Titulo de Maestria,bbb,6,125000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Front End,0,70000.0
31,Otro,Titulo de Maestria,Ingeniero de Software Senior,7,140000.0
27,Hombre,Titulo de Licenciatura,Otro,3,80000.0
48,Hombre,Doctorado,Ingeniero de Proyectos Senior,0,190000.0
40,Mujer,Doctorado,Otro,12,160000.0
24,Hombre,Titulo de Licenciatura,Desarrollador Front End,1,55000.0
24,Mujer,Titulo de Licenciatura,Desarrollador Front End,0,55000.0
48,Hombre,Otro,Ingeniero de Proyectos Senior,16,190000.0
43,Hombre,Otro,Ingeniero de Proyectos Senior,0,185000.0
37,Hombre,Titulo de Maestria,bbb,9,150000.0
43,Hombre,Doctorado,Otro,13,185000.0
43,Otro,Doctorado,Ingeniero de Proyectos Senior,13,185000.0
37,Hombre,Titulo de Maestria,Ingeniero de Software Senior,0,150000.0
38,Hombre,Titulo de Maestria,Ingeniero de Software Senior,0,155000.0
36,Hombre,Titulo de Licenciatura,Desarrollador Front End,7,120000.0
29,Mujer,Titulo de Maestria,bbb,3,90000.0
41,Mujer,Doctorado,Gerente de Ingenieros de Software,14,180000.0
33,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,7,130000.0
28,Hombre,Titulo de Licenciatura,Desarrollador Back End,2,70000.0
55,Otro,Doctorado,Gerente de Ingenieros de Software,18,210000.0
26,Mujer,Titulo de Maestria,Desarrollador Front End,1,55000.0
47,Hombre,Doctorado,Ingeniero de Proyectos Senior,16,190000.0
44,Mujer,Doctorado,Gerente de Ingenieros de Software,11,165000.0
30,Hombre,Titulo de Maestria,Ingeniero Full Stack,5,105000.0
39,Mujer,Titulo de Maestria,Ingeniero de Software Senior,11,160000.0
32,Hombre,Titulo de Licenciatura,Desarrollador Front End,6,110000.0
50,Hombre,Otro,Gerente de Ingenieros de Software,17,195000.0
27,Hombre,Titulo de Licenciatura,Otro,3,85000.0
46,Hombre,Doctorado,Ingeniero de Proyectos Senior,14,180000.0
25,Mujer,Titulo de Licenciatura,Desarrollador Front End,1,55000.0
43,Hombre,Doctorado,Ingeniero de Proyectos Senior,0,185000.0
35,Hombre,Titulo de Licenciatura,Desarrollador Back End,8,140000.0
40,Mujer,Doctorado,Ingeniero de Software Senior,0,160000.0
35,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,8,145000.0
41,Hombre,Doctorado,Ingeniero de Proyectos Senior,0,185000.0
33,Hombre,Titulo de Licenciatura,Desarrollador Front End,6,110000.0
55,Hombre,Doctorado,Gerente de Ingenieros de Software,18,210000.0
50,Hombre,Doctorado,Gerente de Ingenieros de Software,17,195000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Back End,3,85000.0
29,Mujer,Titulo de Maestria,Desarrollador Back End,3,90000.0
40,Mujer,Doctorado,Ingeniero de Software Senior,12,160000.0
41,Hombre,Doctorado,Ingeniero de Proyectos Senior,13,185000.0
46,Hombre,Doctorado,bbb,14,180000.0
44,Mujer,Doctorado,Gerente de Ingenieros de Software,0,165000.0
39,Mujer,Titulo de Maestria,Ingeniero de Software Senior,0,160000.0
43,Hombre,Otro,Ingeniero de Proyectos Senior,13,185000.0
41,Hombre,Otro,Ingeniero de Proyectos Senior,13,185000.0
30,Hombre,Titulo de Maestria,Otro,5,105000.0
50,Hombre,Doctorado,Gerente de Ingenieros de Software,0,195000.0
27,Hombre,Otro,Desarrollador Back End,0,85000.0
30,Otro,Titulo de Maestria,Ingeniero Full Stack,5,105000.0
31,Hombre,Titulo de Licenciatura,Desarrollador Front End,6,115000.0
42,Mujer,Titulo de Maestria,Gerente de Ingenieros de Software,13,170000.0
34,Mujer,Titulo de Maestria,Ingeniero Full Stack,7,130000.0
38,Hombre,Titulo de Licenciatura,Gerente de Ingenieros de Software,11,155000.0
43,Mujer,Doctorado,Ingeniero de Proyectos Senior,14,190000.0
36,Hombre,Titulo de Maestria,Desarrollador Back End,8,140000.0
48,Hombre,Doctorado,Gerente de Ingenieros de Software,16,185000.0
35,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,0,145000.0
30,Mujer,Titulo de Maestria,Desarrollador Front End,4,90000.0
50,Hombre,Doctorado,Ingeniero de Proyectos Senior,18,195000.0
29,Hombre,Titulo de Licenciatura,Desarrollador Back End,4,95000.0
41,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,13,170000.0
33,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,0,115000.0
45,Hombre,Doctorado,Ingeniero de Proyectos Senior,16,185000.0
28,Mujer,Titulo de Licenciatura,Desarrollador Front End,2,65000.0
39,Mujer,Titulo de Maestria,Gerente de Ingenieros de Software,12,160000.0
30,Hombre,Titulo de Licenciatura,Desarrollador Back End,5,100000.0
46,Hombre,Doctorado,Ingeniero de Proyectos Senior,15,180000.0
42,Hombre,Doctorado,Otro,14,190000.0
31,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,6,115000.0
49,Mujer,Doctorado,Ingeniero de Proyectos Senior,17,195000.0
36,Hombre,Titulo de Maestria,Desarrollador Back End,0,150000.0
33,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,6,115000.0
45,Hombre,Doctorado,Gerente de Ingenieros de Software,16,185000.0
30,Hombre,Titulo de Licenciatura,Otro,5,100000.0
42,Hombre,Otro,Gerente de Ingenieros de Software,14,190000.0
31,Hombre,Otro,Ingeniero Full Stack,6,115000.0
36,Hombre,Titulo de Maestria,Desarrollador Back End,9,150000.0
25,Mujer,Titulo de Licenciatura,Otro,1,55000.0
42,Hombre,Doctorado,Gerente de Ingenieros de Software,14,190000.0
33,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,0,115000.0
25,Otro,Titulo de Licenciatura,Desarrollador Front End,1,55000.0
46,Hombre,Doctorado,Ingeniero de Proyectos Senior,0,180000.0
33,Mujer,Otro,Ingeniero Full Stack,6,115000.0
45,Hombre,Doctorado,Gerente de Ingenieros de Software,0,185000.0
39,Otro,Titulo de Maestria,Gerente de Ingenieros de Software,12,160000.0
42,Hombre,Doctorado,Gerente de Ingenieros de Software,0,190000.0
28,Mujer,Titulo de Licenciatura,Desarrollador Front End,0,65000.0
25,Mujer,Titulo de Licenciatura,Desarrollador Front End,1,550.0
29,Hombre,Titulo de Licenciatura,Desarrollador Front End,4,90000.0
40,Mujer,Titulo de Maestria,Gerente de Ingenieros de Software,12,160000.0
27,Mujer,Titulo de Licenciatura,Desarrollador Back End,3,80000.0
33,Mujer,Titulo de Maestria,Ingeniero Full Stack,6,115000.0
37,Hombre,Titulo de Licenciatura,Gerente de Ingenieros de Software,10,150000.0
44,Mujer,Doctorado,Ingeniero de Proyectos Senior,14,190000.0
35,Hombre,Titulo de Maestria,Desarrollador Back End,8,140000.0
47,Hombre,Doctorado,Gerente de Ingenieros de Software,16,185000.0
34,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,7,130000.0
31,Mujer,Titulo de Maestria,Desarrollador Front End,5,105000.0
51,Hombre,Doctorado,Ingeniero de Proyectos Senior,19,200000.0
42,Otro,Titulo de Maestria,Gerente de Ingenieros de Software,13,170000.0
45,Hombre,Doctorado,Otro,16,185000.0
29,Mujer,Titulo de Licenciatura,Desarrollador Front End,4,90000.0
27,Hombre,Titulo de Licenciatura,Otro,0,80000.0
49,Otro,Doctorado,Ingeniero de Proyectos Senior,17,195000.0
36,Hombre,Titulo de Licenciatura,Gerente de Ingenieros de Software,8,135000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Front End,2,65000.0
46,Hombre,Doctorado,Gerente de Ingenieros de Software,16,185000.0
33,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,7,130000.0
30,Mujer,Titulo de Maestria,Desarrollador Front End,5,105000.0
50,Hombre,Doctorado,Ingeniero de Proyectos Senior,19,200000.0
30,Hombre,Titulo de Licenciatura,bbb,5,100000.0
42,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,13,170000.0
27,Hombre,Otro,Desarrollador Back End,3,80000.0
32,Mujer,Titulo de Maestria,Ingeniero Full Stack,6,115000.0
34,Hombre,Titulo de Maestria,Desarrollador Back End,8,140000.0
42,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,0,170000.0
49,Hombre,Doctorado,Ingeniero de Proyectos Senior,17,195000.0
30,Otro,Titulo de Licenciatura,Otro,5,100000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Back End,3,80000.0
32,Otro,Titulo de Maestria,Ingeniero Full Stack,6,115000.0
27,Hombre,Titulo de Licenciatura,bbb,2,65000.0
29,Mujer,Otro,Desarrollador Front End,4,90000.0
50,Hombre,Otro,Ingeniero de Proyectos Senior,19,200000.0
30,Hombre,Otro,Desarrollador Back End,5,100000.0
27,Otro,Titulo de Licenciatura,Desarrollador Front End,2,65000.0
29,Mujer,Titulo de Licenciatura,Otro,4,90000.0
31,Mujer,Titulo de Licenciatura,Desarrollador Front End,6,110000.0
37,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,10,150000.0
45,Otro,Doctorado,Ingeniero de Proyectos Senior,0,185000.0
49,Hombre,Doctorado,Otro,17,195000.0
27,Hombre,Otro,Otro,2,65000.0
33,Mujer,Otro,Ingeniero Full Stack,0,130000.0
45,Hombre,Doctorado,Ingeniero de Proyectos Senior,0,185000.0
32,Mujer,Titulo de Maestria,Otro,6,115000.0
36,Hombre,Titulo de Licenciatura,bbb,8,135000.0
43,Mujer,Otro,Ingeniero de Proyectos Senior,14,190000.0
29,Mujer,Titulo de Licenciatura,bbb,4,90000.0
49,Hombre,Otro,Ingeniero de Proyectos Senior,17,195000.0
43,Mujer,Doctorado,Otro,14,190000.0
46,Otro,Doctorado,Gerente de Ingenieros de Software,16,185000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Back End,0,80000.0
33,Mujer,Titulo de Licenciatura,Otro,7,130000.0
31,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,8,130000.0
27,Hombre,Titulo de Licenciatura,Desarrollador Back End,0,80000.0
43,Hombre,Doctorado,Ingeniero de Proyectos Senior,15,180000.0
35,Mujer,Titulo de Maestria,Ingeniero Full Stack,8,140000.0
28,Mujer,Titulo de Licenciatura,Desarrollador Front End,2,55000.0
44,Mujer,Doctorado,Ingeniero de Proyectos Senior,16,190000.0
32,Hombre,Titulo de Maestria,Desarrollador Back End,7,120000.0
48,Hombre,Doctorado,Gerente de Ingenieros de Software,18,200000.0
30,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,5,100000.0
34,Hombre,Titulo de Maestria,Desarrollador Front End,9,150000.0
37,Mujer,Titulo de Licenciatura,Gerente de Ingenieros de Software,11,170000.0
26,Hombre,Titulo de Licenciatura,Desarrollador Back End,2,65000.0
49,Mujer,Doctorado,Ingeniero de Proyectos Senior,19,210000.0
29,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,4,90000.0
41,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,14,180000.0
